Beatmap,SR
1026050 | TAKECORE OF YOURSELF [1.4x],7.2090
3909141 | You Say Run [Gift],7.2060
3348224 | FAKE PROMISE [Eternity 1.4x (267bpm)],7.2019
3102993 | Yozakura [Prayer 1.4x (189bpm)],7.1994
4185865 | Cold Fusion [Catalyst],7.1949
4311929 | Shinsha / HgS [Techno Music Techno Music Techno Music Techno Music],7.1941
4303115 | Kamiari Algorithm (katagiri Bootleg) [kami x1.10],7.1935
3090566 | Crescent Moon Island [Kuro 0.95x (163bpm)],7.1903
2442480 | Sendan Life (katagiri Bootleg) [Chord Life [145]],7.1902
2183958 | that schoolgirl [the worst [1.3x Rate]],7.1877
"3258310 | Jumpstream Complexes Vol. 2A [Excuse My Rudeness, But Could You Please RIP? (t+pazolite Remix) [EDTA233]]",7.1847
3454805 | Pacific Girls [Fullerene- 1.35x],7.1847
4584946 | Dat Phonk [GET DOWN [0.9]],7.1793
2767504 | Staple On Smile [Extreme 1.15x],7.1781
4388240 | Mood Breaker [LN Breaker 1.15x],7.1779
3258312 | Jumpstream Complexes Vol. 2A [Maware! Setsugekka [Glorionoly]],7.1711
2595609 | Dysnomia [Aphasia 1.15x],7.1683
4294726 | HALL [NULL],7.1669
1612787 | far in the blue sky... [42 [0.9]],7.1668
3957740 | Can You Feel My Heart (Cut Ver.) [Anguish],7.1635
2573487 | Yoru ni Kakeru [a lonely night... x1.3],7.1619
3755586 | Odoru Mizushibuki [Macabre 1.2x (166bpm)],7.1579
4009276 | Hylotl's LN Collection [sak feat. Myui - Unleashed World],7.1574
2295003 | Daichi ni Saku Senritsu [Impossible 1.1x],7.1552
4653183 | Requiem [Bittersweet Memories],7.1513
3821813 | Skrillexore [Call 911!! 1.3x],7.1467
3926311 | Adcar [Challenge x1.2],7.1409
4009754 | There Is No Light [Pitch Black],7.1398
1082726 | Wh1teh Pack #3 [Koichi Sugiyama - DQ3 Battle],7.1392
3986898 | BEYOND [RC Aurora Borealis],7.1370
2548263 | Cyberia lyr3 [Razor Blades [1.3x Rate]],7.1333
1126578 | Scattered Faith [Catastrophic Trust],7.1330
1044349 | Collapse of Ego [Act IV. Conflict],7.1316
3264851 | The Azure Arbitrator [Demiourgos],7.1203
2557806 | More One Night (Assertive Hardcore Bootleg) [long ver.] [\o\ DAB /o/ x1.2],7.1192
4905021 | Bring Our Ignition Back (Cut Ver.) [Ignition165],7.1187
"3959421 | Invisible Frenzy (Camellia's ""593: Insanely Fluctuated"" Remix) [Infinite Domination]",7.1182
2204533 | little (girl) goodbye.rah [parting [1.3x Rate]],7.1171
3361329 | Ariabl'eyeS Collection [Romanesque Romancia 1.1x],7.1166
4834092 | Jounetsu Tairiku (Nightcore Mix) [Passion!!],7.1157
4279821 | King Atlantis [Mystic Dominator],7.1148
2414492 | Edison [Challenge 1.2],7.1112
2357899 | Triumphal Return [dou-jack 1.05],7.1093
2478731 | Forgotten [Extra (325bpm)],7.1084
3227231 | Mood Breaker [Jack Breaker 1.3x],7.1063
3260902 | The Truth Never Spoken [Empty Pages],7.1062
3592063 | Blackmagik Blazing [The Sorcerer's Apprentice],7.1038
4399287 | Shoujo A [Quick and hateful cold [1.2x Rate]],7.1038
2382495 | Sugar Loli [x1.4],7.1037
2714841 | Blackmagik Blazing [Nasty Spell],7.1032
3090617 | unravel [escapist 1.05x (142bpm)],7.1020
3183462 | Q.E. [Insane 1.4x (234bpm)],7.1010
2650373 | H.A.R.D.C.O.R.E. [Hell [1.05x Rate]],7.1005
4469719 | kill the dog [paraxia's extra],7.0997
3860116 | Naruto's Ninja Way [DZ's 1000 Years of Pain 1.3x],7.0992
2624413 | Dark Sheep [Dissonance],7.0949
2794752 | Embraced by the Flame [Ifrit (258bpm)],7.0882
3784899 | TremENDouS [Intergalactic],7.0852
3454811 | Pacific Girls [IcyWorld 1.25x],7.0838
2435720 | Gympie Gympe [GYMP 1.3],7.0816
2578354 | Technical Complexes Vol. 1 [Loner [Lo_liFish2000]],7.0736
1115521 | Japanese Transformation [Fullerene's Shift],7.0735
4072432 | Last Wish [This is your Last Wish.],7.0728
3889545 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon 1.1x (220bpm)],7.0717
4213141 | think abt it w/ ppgcasper [_o_ [1.3x Rate]],7.0703
4476905 | Bluenation [1.35x],7.0703
3777348 | RE:WIND [Precious x1.25],7.0686
2182358 | Holding out for a Hero [H [x1.4]],7.0668
4288497 | Frontier Explorer [Black Another [1.2x]],7.0658
"4766470 | 1,000,000 TIMES [Unmei x1.3]",7.0650
3497636 | FELT LN Collection [Lost My Way],7.0629
2877368 | STRONG 280 [POWERFUL 280 x0.9],7.0622
4288495 | Frontier Explorer [8230's Another [1.4x]],7.0598
1441121 | Highscore [Achievement! [x1.3]],7.0585
2630355 | Triumphal Return [4K Afterlife],7.0578
3106430 | WE LUV LAMA [NB4 Challenge 29 1.2x],7.0572
1782639 | Tachyon Beam Cannon [Destruction],7.0490
"3034669 | saihate [Coma [1,1x Rate]]",7.0490
1771060 | ANOMALY [x1.2],7.0481
823120 | Piano Beatmap Set [William Tell - 4K EX],7.0464
3402546 | KAERU [Frog Regrets 1.1x (252bpm)],7.0453
3111687 | M-A [IcyWorld's Expert Lv.15 1.3x],7.0438
770127 | Blastix Riotz [GRAVITY],7.0434
2902828 | Captain Jack [Captain Jack 1.2x (180cpm)],7.0432
3315956 | Kitsune no Yomeiri [Fox [140]],7.0430
3782697 | Reap What You Sow [1.05],7.0421
3114831 | Eiyuu no Uta [STORM OF BLOOD 1.1x],7.0416
2984821 | Shiawase ni Nareru Kakushi Amenbreak ga Arurashii [Commando 1.3x (369bpm)],7.0399
4327556 | Undici [Don Maximo 2020],7.0386
713128 | The Empress scream off ver [Jepetski's Empress],7.0385
2973010 | Tadoru Kimi o Koete [Wanderer 1.2x],7.0383
3820254 | Lazorbeamz [I'M A' FIRIN' MAH LAZER!! 1.1x],7.0345
1044348 | Oh delia [Act IX. Aftermath],7.0341
3696103 | KLASSIKER EINHEIT [Challenge 1.3x],7.0296
3498611 | Las Avispas [Picadura [150]],7.0238
4432062 | Hatatagami Software [Fatal Error: Hybrid Pointer Exception],7.0211
3205077 | Purple Palace [Rainbow Road Revolution],7.0185
2827577 | ch3rry [Sar4CORE! [1.2x Rate]],7.0181
950875 | Sun Valley (K2 Remix) [le 8-bit],7.0161
4303089 | Clover [LN Master],7.0147
2811967 | SAtAN [ACCURSED],7.0100
1778182 | Starfall [Planetary Annihilation 1.05x],7.0081
3861846 | Get Crunk [SHA GUA],7.0080
4009269 | Hylotl's LN Collection [DJ SHARPNEL - Utakata (Cut Ver.)],7.0037
3755775 | Gemini Enjoy My Life [Valerie],7.0021
4598363 | Following the Waving Wings -Last Plaudits- [Rebirth of a Celestial Flight],7.0020
2701201 | Time to Say Goodbye [Farewell],6.9986
3732144 | Calm Down Juliet (What A Drama Queen) [Heartless],6.9982
2802208 | 300 Nuts Per Minute [4K 'Risu Glitch GOD' Arc],6.9970
3583021 | Lost Umbrella (Cut Ver.) [STEPDWI's Deluge],6.9936
4303114 | Kamiari Algorithm (katagiri Bootleg) [kami x1.05],6.9936
4020338 | Indomitable Spirit [Hommarju Remix] [[L]u[N]atic 1.4x (238bpm)],6.9928
2197980 | Over the Fullereneshift [Second Impact 1.3x],6.9920
3718967 | Fukashigi no Karte (K@keru Bootleg Remix) [Sar4CORE! [1.2x Rate]],6.9898
4189256 | Matusa Bomber [2mnd],6.9898
4829090 | High Speed Particle Collider-beam Accelerator [Third Cosmic Velocity],6.9892
3260218 | Ariabl'eyeS Collection [Sougetsu Oratorio],6.9810
3267244 | N [_uj's Reflection],6.9770
2476307 | Hysteric Night Girl feat. Such (android52 Edit) [whiskey [1.3x Rate]],6.9766
2843754 | Hustler (feat. Highdiwaan) [0.95x],6.9736
3111693 | M-A [IcyWorld's Hard Lv.14 1.4x],6.9707
4709348 | EVERYTHING BLACK feat. RATIRL [Lieless FRENCHCORE BOOTLEG] (Sped Up & Cut Ver.) [ULTRA],6.9682
3805865 | Cry [Ultra],6.9668
2397358 | Wallspin [1.1],6.9653
1048210 | IMAGE -MATERIAL- <Version 0> [Refraction],6.9634
4294594 | B.O.L. [Revolution],6.9625
3263262 | N [Ascend],6.9623
4011695 | POLYBIUS GB SPEEDRUN (Glitchless 100% WR in 0:03:57) [REALITY VIRTUALIZATION],6.9591
2771696 | Angel's Salad ('Le mythe etendu' ver.) [indifference 1.05],6.9576
2567925 | VVelcome!! [VIVID],6.9565
4310540 | Poppy (Korean Ver.) (Cut Ver.) [Lover 1.4x (176bpm)],6.9561
1659079 | KAMISORI [ERADICATE 1.1x],6.9558
2466822 | No. 6 [X [1.1x Rate]],6.9558
3358945 | volcanic [Challenge x0.9],6.9550
1282856 | Her Majesty [Another 1.3x],6.9544
1044350 | The Hypocrisy [Act VII. Onslaught],6.9512
3784111 | ASGORE [!! 1.4x],6.9502
1305297 | Tornado [Devastation],6.9501
2467450 | Yatsume Ana [<!> [x1.1]],6.9461
2592116 | Violent Arcade [Sudden Death x1.1],6.9453
4011266 | Mad Machine [Extra | Furious],6.9428
3935369 | Rite of Ascendancy [After Ragnarok // 4K],6.9418
1051627 | I Can Fly In The Universe [Reality],6.9417
1055345 | I Can Fly In The Universe [Schizophrenia],6.9417
4502811 | DiSANiMATE [SUBLiMATE],6.9388
3348222 | FAKE PROMISE [Eternity 1.35x (258bpm)],6.9381
3454806 | Pacific Girls [Fullerene- 1.3x],6.9342
2442474 | Sendan Life (katagiri Bootleg) [Chord Life [140]],6.9309
3674467 | GOTTASADAE [GOTTASADAE x1.1],6.9287
1540691 | arpia97's Vibro Anthology [Netsujou no Spectrum],6.9240
4021547 | 414 PER SPEED (Game Ver.) [Beyond],6.9232
4034454 | Shippuudotou (Long Version) [Tempest],6.9226
2196133 | DON'T STOP [ALiCE's SHORTER RAVE [1.1x Rate]],6.9222
"3308535 | Blastix Riotz (""Fullblast"" Long ver.) [FIERCE RESOLUTION]",6.9204
1289141 | Poudre de Perlimpinpin [Cunu's OWO],6.9196
1251230 | Trouble Kuroneko Man'yuuki [Ayumu's Distress 1.2x],6.9189
1938168 | Cyber Inductance (Speed Up Ver.) [NB4 1.3x],6.9167
"4009456 | TERABYTE (""XETTABYTE"" Long Version) [HARD DRIVE]",6.9167
3258308 | Jumpstream Complexes Vol. 2A [Cosmic Disgust [IsxI]],6.9139
924286 | Fastest Crash [Paroxysm],6.9103
1289073 | Ange du blanc Pur [I really love Nanahira. x1.4],6.9088
2767505 | Staple On Smile [Extreme 1.1x],6.9078
4388241 | Mood Breaker [LN Breaker 1.1x],6.9061
2532744 | Tornado [demolition],6.9039
4345082 | Cortex Charger [mint's Extreme],6.9010
4317707 | Desperado Waltz [Skogarmaor 1.3x (224bpm)],6.8994
3889543 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon 1.05x (210bpm)],6.8972
4009273 | Hylotl's LN Collection [katagiri - L4.8TS (Cut Ver.)],6.8936
1896832 | DaemonophobiA [Akuma],6.8926
1705688 | Flower Dance [Inflorescence [1.4x]],6.8924
4244726 | Hitsuunaru Kyouon wa Kanashiki Kaikou mode:Omega [Manacles],6.8895
3442426 | PAM!!! feat. Onjuicy [FOXSKY Version] [^^],6.8891
2425834 | finorza [F1n4l Judg3m3nt],6.8879
4874224 | Angels Crying [here we go again 1.15x],6.8871
2559636 | LOSHAXI [alonewithi [1.3x Rate]],6.8846
3038354 | floating point (Drumcorps Remix) [Shoegazer's Incomputable 1.15x],6.8839
1019388 | K.Y.A.F.A. [RELENTLESS MASSACRE],6.8837
3789229 | Toxic Violet Cubes [Cosmic Annihilation],6.8819
4708018 | EVERYTHING BLACK feat. RATIRL [Lieless FRENCHCORE BOOTLEG] (Sped Up & Cut Ver.) [COLLAB EXTREME],6.8806
2889646 | Flamenco House [Funky x1.3],6.8794
4010632 | Cybernetic Mastermind No.7 [G.R.A.nd T.erminuS.],6.8786
3361871 | Naruto RMX [Tsukuyomi],6.8780
2595610 | Dysnomia [Aphasia 1.1x],6.8731
3918896 | Deep Down (Sped Up Ver.) [You & I (0.9x)],6.8719
3672143 | GHOUL [Spiritual Disaster 1.3x],6.8711
4757059 | Antineutrino Witchcraft [The Devil's Particle Collider],6.8708
1540685 | arpia97's Vibro Anthology [Sekai ga Cafe ni Nacchatta!],6.8706
1052580 | Lunatic Rough Party!! [Inspire],6.8649
2193889 | SLOW DANCING IN THE DARK [ballads 1.4x],6.8605
1251234 | Trouble Kuroneko Man'yuuki [Ayumu's Trouble 1.2x],6.8595
4284926 | Drenched in Air [Submerge],6.8588
777349 | PEACE BREAKER [WRIST BREAKER],6.8554
1002277 | The Deceit / The Violation [Xeo's Unmerciful Fate],6.8494
937994 | Wh1teh Pack #1 [Makou - Hamsin],6.8393
4554321 | Slaughta [chalLeNge x1.2],6.8360
3514857 | Me Tengo Que Ir [1.1],6.8293
2578360 | Technical Complexes Vol. 1 [Yuudachi no Ribbon [teradora]],6.8275
3743608 | Qyoh (Nine Stars) [Light from Stars],6.8269
4614522 | <<wr/d.:maker>> ~Harmony in Reset~ [<<cleanse/reborn.:deliverance>>],6.8269
1237015 | Eighto [k],6.8266
4082469 | Sakazuki [REVERSED],6.8260
4009265 | Hylotl's LN Collection [Camellia - Enantiomorphs],6.8256
1066057 | Break [Smash],6.8233
3957735 | Can You Feel My Heart (Cut Ver.) [Anguish 0.95x (122bpm)],6.8200
4281043 | Padoru Fucking Dies In A Multigenre Death Loop [You Will Fail In An SV Retry Loop],6.8176
"4916205 | Fusyoku ressentiment, fushiyoku no sarugakuza. [Monochrome Insanity]",6.8174
2578349 | Technical Complexes Vol. 1 [Birds of Plague [Zestiri9]],6.8169
3473679 | Do It To It (feat. Cherish) [1.1x],6.8163
1196412 | Palette GAMMA [Diversity],6.8134
1563105 | The Clockwork Rose -Tokei Shikake no Bara Shoujo- [LN Master 1.1x],6.8127
2731180 | Back! to the Future (Cut Ver.) [Jack! to the  Future 1.3x (156bpm)],6.8115
4315262 | SUIKINKUTSU (feat. Uehara Hiromi) [1.3x],6.8103
4164247 | ISCHEZAYU (Lieless FRENCHCORE BOOTLEG) [x1.3],6.8097
2578357 | Technical Complexes Vol. 1 [Rinjuu [gzdongsheng]],6.8071
2444467 | Too Much Loli [x1.4],6.8068
3771148 | Multigenre Smackdown [Vine Boom Sound Effect (bass boosted)],6.8067
4720906 | Where the Spirits Go On [For all of Eternity. // co. Reisen],6.8041
2182357 | Holding out for a Hero [H [x1.35]],6.8011
4303118 | Kamiari Algorithm (katagiri Bootleg) [kami],6.8011
3138042 | super anime groove 3d world [Jacky Groove // 1.3x],6.8009
3955349 | Ashed Wings [Fragment],6.8005
1753421 | Quadraphinix [Challenge 1.3x],6.8002
4124231 | my mother wants me dead (Sped Up Ver.) [nicotine],6.7972
3689962 | Xronier [Rin's HEAVENLY],6.7967
3860114 | Naruto's Ninja Way [DZ's 1000 Years of Pain 1.25x],6.7956
3866394 | Swirls of the Stream [Glissumeru],6.7935
3777277 | RE:WIND [Precious x1.2],6.7917
2503785 | Battle Against a True Hero [Howling 1.4x (210bpm) [2020]],6.7908
4476889 | Bluenation [1.3x],6.7899
1286501 | Cartoon Candy [Lude's 4K Sweet Syndrome],6.7891
4532267 | Space Angel (Cut Ver.) [Neon Genesis],6.7880
4640473 | ukigumo [4K MX 1.3x (232bpm)],6.7877
2578347 | Technical Complexes Vol. 1 [#1f1e33 [cherrychou]],6.7844
3261963 | arpia97's Vibro Anthology [Signal Graph],6.7839
3135909 | one of none [observer 1.3x (156bpm)],6.7830
4421699 | H.A.R.D.C.O.R.E. [Hell],6.7829
2889381 | Karma [Gloom x1.2],6.7824
3454812 | Pacific Girls [IcyWorld 1.2x],6.7795
421066 | AiAe [Wafles' SHD],6.7781
3117231 | Daisycutter [Firestorm x1.4],6.7778
3090567 | Crescent Moon Island [Kuro 0.9x (155bpm)],6.7733
3968995 | +ERABY+E CONNEC+10N [NEURAL NE+W0RK],6.7724
4218529 | ...And I Return To Nothingness [Desolation],6.7719
2787820 | Scarlet Tempest [Tempest 1.4x (231bpm)],6.7711
2615507 | Ant IDM [The Antbulb (1.4x)],6.7710
3987693 | t/a/n/a/s/i/n/n [e/x/p/e/r/t],6.7707
4072974 | Dat Phonk [GET DOWN [0.85]],6.7704
4108897 | G e n g a o z o -Noize of Nocent- [Innocence 0.8x],6.7697
3832168 | Blackmagik Blazing [SPECTRAL],6.7668
4872191 | rotfeldzestroerer [Zenpeternal],6.7667
4256611 | Veil of Maya [Elegant Chaos],6.7664
"2509739 | Revenge (feat. CaptainSparklez) (ReeK's ""Dude, What's A Genre?"" Remix) [Creeper]",6.7660
1771057 | ANOMALY [x1.15],6.7657
3083481 | OOPARTS [Antikythera],6.7652
1105693 | Japanese Transformation [Extra],6.7647
2408899 | Zombie Sunset [Apocalypse [1.3x Rate]],6.7647
1788658 | Une mage blanche [Priere de guerison x1.4],6.7635
743282 | Speed of Link [Extra],6.7635
2578353 | Technical Complexes Vol. 1 [kanon [tyrcs]],6.7630
3911688 | Kawaikute Gomen [>3< [1.4x Rate]],6.7621
4177450 | DESPERATE DEATHPARADE [THE IMPASSE],6.7598
"2705948 | Xeroa (""preconnaiXance"" Long ver.) [precogniXance]",6.7587
2790754 | Zen'on [Distress 1.3x (233bpm)],6.7578
4742361 | Wer ist Faust? [Wie geht es Faust?],6.7561
4231306 | Glucagon [4K Violent Passion],6.7551
2973008 | Tadoru Kimi o Koete [Wanderer 1.15x],6.7541
4667050 | Koto no Ha [Tranquility],6.7538
1562310 | Last Resort [HEAVENLY],6.7525
3241755 | Apollo [Classified],6.7525
3090621 | unravel [escapist],6.7511
3972008 | Last Wish [Unfulfilled Wish],6.7500
4399284 | Shoujo A [Quick and hateful cold [1.15x Rate]],6.7492
2089431 | Ragnarok [Cataclysmic Destruction // riunosk's 4K],6.7491
2902826 | Captain Jack [Captain Jack 1.15x (172cpm)],6.7464
2512645 | Here I Go Again [where u going though 1.3x],6.7449
1229568 | A Reyvateil's Curse [Noodles Heaven !!],6.7426
2203137 | Fly Me To The Moon (Infinite Climax Mix) (Cut Ver.) [1.1],6.7426
4650327 | Dans la mer de son [The flow of deep-sea],6.7420
4387804 | LIGHT LEFT BEHIND [ULTRA],6.7358
3820252 | Lazorbeamz [I'M A' FIRIN' MAH LAZER!! 1.05x],6.7357
3402550 | KAERU [Frog Regrets 1.05x (241bpm)],6.7355
4786337 | Electrolytes [Electrophoresis],6.7354
3938191 | FREEDOM DiVE [FULL DiMENSiONS],6.7353
2578351 | Technical Complexes Vol. 1 [Der Wald (kors k Remix) [FDShijing]],6.7346
1044351 | Doppelganger [Act III. Impact],6.7330
2578358 | Technical Complexes Vol. 1 [Star stream [Karuta]],6.7311
3258318 | Jumpstream Complexes Vol. 2A [Toki o Kizamu Uta [FDShijing]],6.7301
3182139 | Counter Clockwise Chant Pattern [Timebomb 1.3x (183bpm)],6.7294
4067485 | Kyuukou [Equilibrium],6.7280
4775984 | Void Of Altair [Alpha Aquilae],6.7280
3392371 | Mjoelnir [Punishment],6.7278
"2456769 | saihate [Coma [1,05x Rate]]",6.7274
3889550 | Lunatic Eyes ~ Invisible Full Moon (Cut Ver.) [Blood Moon],6.7246
1086076 | TRI POLOSKI [adidas],6.7243
2281314 | Angel Of Darkness (Nightcore Mix) [Kuroneko 1.4x],6.7230
3188294 | VIS::CRACKED [Mipha vs. Crys's Oblivion],6.7223
2480017 | Who's That Boy [hear me blingo on my guitarra 10% faster],6.7182
4190867 | GENS D'ARMES [ENCORE],6.7164
2975881 | Epidermis [Tribalism 1.4x],6.7161
1221158 | Nest [Egg],6.7156
4435571 | Kisaragi [Departure],6.7135
3106436 | WE LUV LAMA [NB4 Hard 16 1.3x],6.7081
1603460 | Starfall [Planetary Annihilation],6.7080
3042160 | Eiyuu no Uta [STORM OF BLOOD 1.05x],6.7061
3331565 | Fury [Extreme 1.1x (215bpm)],6.7055
1457188 | Finixe [ShuChan!!],6.7048
1347529 | Precious You* (TV Size) [Top-drawer / x1.1],6.7039
3655892 | The Everlasting Calamity That Shifts The Time - Space Continuum... [DISTORTED],6.7034
2827574 | ch3rry [Sar4CORE! [1.15x Rate]],6.7016
3526592 | Triumphal Return [dou-jack],6.6997
4225917 | O [uL's Beyond Explanation | Extreme],6.6978
3454803 | Pacific Girls [Fullerene- 1.25x],6.6977
2511371 | LTD Pack [VSNS - Dashavatar],6.6976
3172740 | Jack Dumps [Dark Samba Master -SATOH- - Dark Sambaland],6.6947
1026049 | TAKECORE OF YOURSELF [1.3x],6.6943
3718961 | Fukashigi no Karte (K@keru Bootleg Remix) [Sar4CORE! [1.15x Rate]],6.6938
2171823 | No. 6 [X [1.05x Rate]],6.6840
4709920 | Sacamostro Prod. By DJ Kelvin El Sacamostro [el rompe cucu],6.6805
2772921 | +ERABY+E CONNEC+10N [429 Client Error: Too Many Requests],6.6802
2514502 | A [ex 1.1],6.6792
4020337 | Indomitable Spirit [Hommarju Remix] [[L]u[N]atic 1.3x (221bpm)],6.6785
4619664 | Rafflesia [Flower of Death],6.6785
523391 | The Lost Dedicated [4K],6.6778
3102992 | Yozakura [Prayer 1.3x (176bpm)],6.6777
3475520 | DOOMSDAY THUNDERTEMPEST [DISASTER],6.6775
"3180930 | Excuse My Rudeness, But Could You Please RIP?<3 (t+pazolite Remix) [Genocide 1.2x (312bpm)]",6.6769
2442473 | Sendan Life (katagiri Bootleg) [Chord Life [135]],6.6761
4072878 | Vector Field [Divergence],6.6726
3875186 | Z:iRNiTRA [This is a fight you cannot win.],6.6723
4840010 | Lemon Tree (Lemon Dance) [Challenge 0.9x],6.6702
3752552 | Reap What You Sow [Sickle],6.6701
1316677 | Piano Beatmap Set [4K HELL CIRCUS],6.6696
777356 | Odin [VIKINGFJORD],6.6667
4172533 | SYSTEM ERROR [Anisotropic System],6.6663
1082730 | Wh1teh Pack #3 [Sakuzyo - Kronos],6.6660
3348223 | FAKE PROMISE [Eternity 1.3x (248bpm)],6.6646
3674684 | Ethereal Cyber Angel XV [Interplanetary],6.6628
2054507 | Uta [Hopeful Romantic],6.6597
958717 | satori de pon! [4K SHD],6.6577
3188403 | Zia's 4K Stream Training Pack [R1w1 // Kobaryo - Invisible Frenzy (245BPM Jumpstream & Handstream)],6.6575
918837 | 10Dollar Dump Dump Revolutions 2 part.3 [GReeeeN - Shinobi [10Dollar Presents] 31],6.6575
3227238 | Mood Breaker [LN Breaker 1.05x],6.6571
3068709 | Deux Saint-Co Odyssey!! [EXCEED],6.6526
2356497 | Einherjar Joker [Ragnarok],6.6510
3006284 | Aegleseeker [Endless Adventure],6.6471
1630538 | GHOST [x1.1],6.6454
1480204 | Ice Angel [Marathon x1.4],6.6442
3147217 | Penguin (Pinnacle Remix) [gemboyong's 4K],6.6393
2592115 | Violent Arcade [Sudden Death x1.05],6.6362
4716022 | I//egaL SamplinG S/iceR [love blah blah blah blah blah :P],6.6358
2054505 | Uta [Everlasting Duet],6.6357
3183461 | Q.E. [Insane 1.3x (217bpm)],6.6344
1469960 | Southern Waters Assault 8bit [LN Master],6.6298
3123869 | FUTURE DOMINATORS [NB5 Hard 54235 1.1x],6.6286
937991 | Wh1teh Pack #1 [goreshit - MATZcore],6.6276
3084903 | Matusa Bomber [0.95],6.6247
4559801 | Rabbit In The Black Room (2023 VIP) [Kuro],6.6246
2641024 | Flamewall [Incineration],6.6243
2714120 | Staple On Smile [Extreme 1.05x],6.6239
3258313 | Jumpstream Complexes Vol. 2A [Nyan-Nyan Naughty Night [Hylotl]],6.6233
2171185 | MEGALOVANIA (Camellia Remix) [Hype up the Stage!],6.6219
2946072 | Inai Inai Izonshou [timing hell],6.6204
3788145 | The Ricochet [Extreme],6.6190
"4823239 | Beyond The Aexis [As fate dictates, dispersed memories begin to intertwine anew...]",6.6180
1291312 | promise [from my Stepmania files],6.6140
2830264 | Hustler (feat. Highdiwaan) [0.9x],6.6134
"3180934 | Excuse My Rudeness, But Could You Please RIP?<3 (t+pazolite Remix) [LN's Reaper]",6.6128
4378887 | Imperial Prime Aggression [Anxiety],6.6107
1243559 | iLLness LiLin [HEAVENLY],6.6089
2296388 | #be_fortunate [#be_columnlocked],6.6080
3672141 | GHOUL [Spiritual Disaster 1.25x],6.6074
4288494 | Frontier Explorer [8230's Another [1.3x]],6.6066
4565844 | DiSANiMATE [VANQUiSHED ViTALiTY],6.6059
